change,key,key_method,field,old_value,new_value,old_row,new_row,office
removed,k:40b0403c890d,title+office,,"LIPTM00290, TSI IPT, OpenRMF Software, SEWP (C)",,628,,LSUBP00004
added,k:40c48ae2fb59,title+office,,,LIPTM00458-Corporate Production Supply Contract (PPA N65236-24-RFPREQ LSUBP00077-0002) (C),,198,LBUSP00028
added,k:4119d232e629,title+office,,,"LIPTM00164, SOIS, JTWS AIR, SeaPort (C)",,833,LSUBP00004
removed,k:411e7e6cc90e,title+office,,Royal Moroccan Navy (RMN) Microwave Transmission Network (MTN) Phase 1 A,,454,,PMW-740
changed,k:4120df48869c,title+office,solicitation_fy,FY26,FY25,694,240,NP-70000
changed,k:4120df48869c,title+office,solicitation_quarter,Q1,Q2,694,240,NP-70000
changed,k:4120df48869c,title+office,existing_contract_number,,"N6600119D3407, N6600119D3408, N6600119D3409, N6600",694,240,NP-70000
removed,k:41407d54f1dd,title+office,,LIPTM00149 - ASE IPT - ASE-24-019 - SSEE Azure DIF SIM BOM - SEWP V (C),,498,,LSUBP00022
removed,k:4156653f2b8f,title+office,,"ATCS - Solicit, Negotiate & Definitize Inc 1 Production (FFP)",,448,,PMW/A-170
removed,k:41b84358d774,title+office,,0217  ADNS) Post Installation Training (PIT),,102,,NP-41200
removed,k:41feafd0273a,title+office,,"LIPTM00466, 4.3, Material Handling Equipment, GSA (C)",,363,,LSUBP00084
removed,k:420dbfadedfd,title+office,,Information Warfare Research Project 3 (IWRP 3) (C),,332,,LBUSP00032
added,k:423414313c32,title+office,,,CANES MAC RFP 9114A CTU 3 Kits (C),,390,PMW-160
removed,k:42775dec51f7,title+office,,"LIPTM00447,SECURE VOICE SOLUTIONS (SVS) IPT, New SAC TO, GDIT N6523619D8002, RDTE_ADNS ENG SPT",,262,,LSUBP00015
added,k:428644ca2545,title+office,,,"LIPTM00214-C4I FMS, Mexico, FMS Case MX-P-LAP, SEWP (C)",,623,LSUBP00006
changed,k:428c11ffe596,title+office,solicitation_fy,FY27,FY26,732,231,NP-43100
changed,k:428c11ffe596,title+office,solicitation_quarter,Q3,Q1,732,231,NP-43100
changed,k:428c11ffe596,title+office,award_fy,FY27,FY26,732,231,NP-43100
changed,k:428c11ffe596,title+office,award_quarter,Q4,Q3,732,231,NP-43100
removed,k:43212499131e,title+office,,PMW/A 170 Program Management Support Services (C),,199,,PMW/A-170
added,k:433edeee1eef,title+office,,,LIPTM00002_Polar Ops Support_SAC_EXOY 4,,716,LSUBP00001
added,k:43c8752f46f9,title+office,,,High–Altitude Electromagnetic Pulse Shielded Systems (HEMPSS) ISEA Support Contract (C),,319,NP-41100
removed,k:43f5253278a8,title+office,,GPNTS FY24 Bulk Buy #2 Award and Fund,,452,,PMW/A-170
removed,k:43f5253278a8,title+office,,GPNTS FY24 Bulk Buy #2 Award and Fund,,453,,PMW/A-170
removed,k:440f162d5b2f,title+office,,LIPTM00250-SUBMARINE SHORE C41-VARIABLE TUNER ELEMENTS INTEGRATION- NEW SAC TO (Base +2OYS) (Salient) N65236-23-D-8015 (,,143,,LSUBP00035
removed,k:442d390665f2,title+office,,"LIPTM00119, IC IPT, VIDEO FY24 OPN CISCO SPARES, ESI SEWP (C)",,661,,LSUBP00034
added,k:442f6448d959,title+office,,,PAS - Follow on SBIR Phase III for Black Pearl,,377,PAS
removed,k:4446f1ecbdcc,title+office,,0196 CBISEA WRBS,,802,,NP-41200
added,k:4461e2262c86,title+office,,,LIPTM00116-UCVS-Naples Regional UC NODES-RVVB1-Non Cisco -SEWP (C),,528,LSUBP00015
removed,k:446a17264f5a,title+office,,LIPTM00455-MARITIME PROTOTYPES (C),,568,,LSUBP00021
added,k:448920f8e405,title+office,,,LIPTM00248 - AFLOAT SUB C4I IPT - Common Submarine Radio Room (CSRR) ISEA ProcurementT (SEWP) (C),,646,LSUBP00035
removed,k:44b54f55c857,title+office,,Saudi Arabia/Oman CENTCOM Partner Network (C),,56,,PMW-740
unchanged,k:45216f251c46,title+office,,,,721,214,NP-83000
changed,k:459e9cb2a8e9,title+office,contract_type,TBD,Cost-Reimbursement,65,12,PMS-485
changed,k:459e9cb2a8e9,title+office,procurement_instrument,TBD,"""C"" Type Contract",65,12,PMS-485
changed,k:459e9cb2a8e9,title+office,solicitation_fy,TBD,FY26,65,12,PMS-485
changed,k:459e9cb2a8e9,title+office,solicitation_quarter,TBD,Q2,65,12,PMS-485
removed,k:45b751823f5c,title+office,,"LIPTM00128, SDN System Component Spares, USSOCOM Support, SEWP (C)",,350,,LSUBP00004
unchanged,k:45bc6de6f277,title+office,,,,41,126,PMW-740
added,k:460b098479a0,title+office,,,GASE for FMS,,438,PMA/PMW-101
added,k:4619f2d07f08,title+office,,,LIPTM00480 - Business Applications In-Service Engineering Agent - BA-ISEA NTCSS Reflections Support Renewal - NASA SEWP ,,450,LSUBP00095
removed,k:46757726ab64,title+office,,"LIPTM00290, TSI IPT, Blue Coat Software, SEWP (C)",,369,,LSUBP00004
added,k:4697ed6eb656,title+office,,,Lockheed Martin 5G Support Services,,511,NP-55100
removed,k:46d51c6e6a66,title+office,,"LIPTM00252, BASED LOGISTICS-ORGANIC (PBLO),VARIOUS ELECTRONIC COMPONENTS SEWP (C)",,541,,LSUBP00093
added,k:46e529e52cac,title+office,,,"LIPTM00321, C4I, NS IPT, CND FORCEPOINT, B5.1 RENEWALS, ESI-BPA (MULTIPLE VENDORS) (C)",,691,LSUBP00024
removed,k:4702c1ef33f7,title+office,,"Design Development Support for PEO C4I, NAVWAR, and Sub Organizations (C)",,46,,C4IEXEC
removed,k:4707154c0dfe,title+office,,LIPTM00241 - USCG Sustainment - Seaport NxGEN TO (base + 4OYS) (C),,601,,LSUBP00006
added,k:470726ff4821,title+office,,,"LIPTM00214-C4I FMS IPT - MO-P-LBL,ULTRA SAC, N6523618D1002",,469,LSUBP00006
added,k:4712a2cbd8bc,title+office,,,0368 Automated Digital Network System (ADNS) In-Service Engineering Agent (ISEA) Technical Assistance Support listed shi,,316,NP-41200
added,k:472938ad5168,title+office,,,"LIPTM00118 -TNSS-IPT, NON-CISCO SERVERS-SEWP (C)",,22,LSUBP00063
removed,k:478915e47f2e,title+office,,"LIPTM00455-TERRESTRIAL COLLECTIONS IDENTITY OPS, IDOPS PROTOTYPE EQUIPMENT, SEWP (C)",,560,,LSUBP00021
added,k:479a3c2bbd05,title+office,,,ADNS MAC RFP #7 (C),,370,PMW-160
removed,k:47b8d1eb6904,title+office,,"LIPTM00481, Telephony, E911 Service, (SEWP) (C)",,395,,LSUBP00087
removed,k:47cd7920648b,title+office,,"LIPTM00415-Radio Comms IPT, Antenna Tilt Group (ATG) repair-NEW LC NICHE (PPA)",,166,,LSUBP00016
removed,k:47d680a3bd42,title+office,,LIPTM00229 - IUSS IPT - SURTASS -Pneumatic Hoists/Air Hoist tractor - SEWP (C),,242,,LSUBP00022
removed,k:47f0a88465c0,title+office,,"LIPTM00174, Air & Space IPT, New Order",,132,,LSUBP00023
removed,k:47f0a88465c0,title+office,,"LIPTM00174, Air & Space IPT, New Order",,286,,LSUBP00023
removed,k:4813e44892df,title+office,,"LIPTM00461, Cyber Red Team Test, Operations, Development, and Cybersecurity Support, SeaPort NxG Small Business (C)",,485,,LSUBP00080
removed,k:482151e6cf34,title+office,,"LIPTM00119, IC IPT, VIDEO FY24 OPN SPARES PROCUREMENT, SEWP (C)",,674,,LSUBP00034
removed,k:4843430273ad,title+office,,"LIPTM00321, C4I, NSIPT, CND-TS AND SHARKCAGE JUNIPER RENEWALS, SEWP (C)",,247,,LSUBP00024
removed,k:48bd7743c8ef,title+office,,NSC2I.  LSM 1 & 2 Phases 1-5 (C),,90,,PMW-760
added,k:48feca133ee9,title+office,,,"LIPTM00285 NAVALC2 IPT, RIMAGE HW MAINTENANCE RNWL, GSA (C)",,696,LSUBP00063
added,k:4900f24896bf,title+office,,,LIPTM00156 - DCGS-N IPT - FORGEROCK (DAS) - GSA (C),,795,LSUBP00022
added,k:491237682dc5,title+office,,,Bundle 23 CRAC Unit Replacement,,626,LSUBP00083
added,k:497e18d71e54,title+office,,,"LIPTM00328-SUB CWITT & SWFTS, New Task Order Award under contract N6523620D8024-RubenHolstrom0001-(WR SYSTEMS-NEW)",,90,LSUBP00016
added,k:4985f1557f6f,title+office,,,"ERP, ERP+ and SLDCADA Engineering & Logistics Support Services_Option Exercise (C)",,342,Pf007NERP
removed,k:49ebc32b4d48,title+office,,0201 ADNS ISEA,,799,,NP-41200
removed,k:4a37978aaa5a,title+office,,CANES MAC- N0003924R9108 (C),,179,,PMW-160
removed,k:4a60b334e433,title+office,,"LIPTM00074, DHA/HSI IPT, 24-018 BNO for JUNIPER LICENSES for NMC PORTSMOUTH & RAF LAKENHEATH DELTAS, FT LEONARD WOOD AMR",,616,,LSUBP00009
removed,k:4a65a57736d1,title+office,,ADNS Production MAC RFP #30 (C),,14,,PMW-160
changed,k:4a87f6d9dd02,title+office,solicitation_fy,FY24,FY25,556,184,LSUBP00010
changed,k:4a87f6d9dd02,title+office,award_fy,FY25,FY26,556,184,LSUBP00010
changed,k:4a87f6d9dd02,title+office,award_quarter,Q2,Q1,556,184,LSUBP00010
removed,k:4a89bfc831b9,title+office,,ADNS Production MAC RFP #34 (C),,18,,PMW-160
removed,k:4a92e99e6b2b,title+office,,"LIPTM00119, IC IPT, DDG MOD IVCS PSD SPARES PROCUREMENT, SEWP (C)",,629,,LSUBP00034
added,k:4a950cffda0f,title+office,,,COMMAND AND CONTROL PROCESSOR (C2P) SOFTWARE ENGINEERING SUPPORT (SES),,227,NP-53000
removed,k:4ae82843deed,title+office,,"TO 0093 - EXWC, MSRON, CPRW10 & HSM Upgrades (C)",,768,,NP-56700
added,k:4b3e38a74f45,title+office,,,18989 LIPTM00463 PPR FOR FOE,,45,LSUBP00057
added,k:4b58aba88563,title+office,,,NAVWAR 6.0 Programmatic Support Services,,400,6.0
removed,k:4b6591ac8346,title+office,,"NSC2I LUSV 1, PHASES 1-5 (C)",,180,,PMW-760
added,k:4ba123f15da9,title+office,,,LIPTM00454_CLOUD TRANSITION AND MODERNIZATION TECHNICAL SUPPORT _E2IS IPT_New Task Order_SeaPort-NxG (C),,798,LSUBP00064
added,k:4bb470ae916e,title+office,,,LIPTM00149 - ASE - ASE-25-020 - SSEE Mission Module Spares (2) - SEWP V (C),,806,LSUBP00022
removed,k:4bd35158a466,title+office,,"LIPTM00455, TCIO IDOPS APK. SEWP (C)",,654,,LSUBP00021
removed,k:4be46b11823b,title+office,,LIPTM00229 - IUSS IPT - 300-24-917- CISCO Routers/Servers (Pope)-ESI/SEWP (C),,520,,LSUBP00022
removed,k:4c119c3be347,title+office,,5091-LIPTM00256L-Installation of S127 OSP Fiber at Dam Neck (C),,354,,LSUBP00057
removed,k:4c460a7adbf1,title+office,,xDMS RFP 005 JPN ASEV NMG,,107,,NP-55100
added,k:4c50adccb5b3,title+office,,,NILE Link 22 Training Task Order 5,,359,PMW-150
removed,k:4c7a76c95af9,title+office,,"LIPTM00252, BASED LOGISTICS-ORGANIC (PBLO), MATERIALS (EL1), NASA SEWP (C)",,529,,LSUBP00093
added,k:4c90d2fc4e33,title+office,,,"LIPTM00439, C4I, PUBLIC KEY INFRASTRUCTURE, SERVERS AND HARDWARE, SEWP (C)",,648,LSUBP00024
added,k:4ca489a0f6a9,title+office,,,"LIPTM00118, TNSS, RED HAT AGILE CORE SERVICES (DLT Solutions action)",,659,LSUBP00063
added,k:4cfbfefb1673,title+office,,,Learning Stack (LS) - LS Tools System Integration (SI) Support,,328,Pf004MNHR
unchanged,k:4dafe38dd3f8,title+office,,,,11,15,PMW-740
added,k:4dc430efcb9a,title+office,,,"LIPTM00455, TCIO CIHEP, Scope, Adapter, SEWP (C)",,746,LSUBP00021
added,k:4dced11b1462,title+office,,,LIPTM00001_METOC SWR Material_EEC_SAC DO,,717,LSUBP00001
added,k:4de9d7ac365c,title+office,,,LHA 10 RCS/DS/SSES (C),,345,PMW-750
removed,k:4df566bbe3ce,title+office,,Anduril,,118,,LSUBP00049
added,k:4e16ca25ce9a,title+office,,,"LBUSP00030, EEO AMERICAN SIGN LANGUAGE SUPPORT, GSA (C)",,760,LBUSP00030
changed,k:4e1be0d80412,title+office,solicitation_quarter,Q2,Q3,48,109,PMW/A-170
changed,k:4e1be0d80412,title+office,award_quarter,Q1,Q2,48,109,PMW/A-170
added,k:4e58a0f60ae7,title+office,,,LIPTM00250_Shore SUB C4I IPT - FSBS OPN-S Priority Spare Procurement_SEWP (C),,816,LSUBP00035
added,k:4ebd821eed03,title+office,,,"LIPTM00448-PNT ISEA, New Task Order Award under contract N6523620D8024-CharlesNwachukwu0011-(WR Systems-New TO)",,630,LSUBP00016
removed,k:4ec50a467cfc,title+office,,NILE End to End Test Station (C),,178,,PMW-150
removed,k:4ed5ea46f404,title+office,,"LIPTM00128, FY 24 Silent Dagger Deployable Version 3A (SDD V3A)",,160,,LSUBP00004
added,k:4edb59fc5e89,title+office,,,LIPTM00248 - VA BLK I/II TM Red Phone Procurement - NEW SAC DO - CORPORATE PRODUCTION - N6523618D8014,,584,LSUBP00035
added,k:4f01c59ad656,title+office,,,LIPTM00333: NAVY ESS OCONUS SUSTAINMENT (C),,598,LSUBP00010
added,k:4f3918bd0aff,title+office,,,DMR - Ancillary Definitization Mod for OP 3 - 5 - 24D2000,,422,PMW/A-170
removed,k:4f4ff35c9a4d,title+office,,Philippines C4ISTAR Life Cycle Support,,481,,PMW-740
added,k:4f698b9b0042,title+office,,,Delivery Order for the FFP Production of a CLTS Array Shipset,,175,PMS-485
added,k:4f698b9b0042,title+office,,,Delivery Order for the FFP Production of a CLTS Array Shipset,,176,PMS-485
added,k:4f698b9b0042,title+office,,,Delivery Order for the FFP Production of a CLTS Array Shipset,,177,PMS-485
removed,k:4f6bd066e5c1,title+office,,LIPTM00241 - USCG IPT - Acquisition Support with Systems Engineering and Technical Services - Seaport NxGEN TO (base + 4,,603,,LSUBP00006
added,k:4f80ae9b1ae0,title+office,,,LIPTM00248 - AFLOAT SUB C4I IPT - CSRR MRTS UNITY INDUSTRY SW SUPPORT (SEWP) FY26 (C),,606,LSUBP00035
removed,k:4f9281a41302,title+office,,"LIPTM00081. PJSA IPT, NGA TAC SMS",,268,,LSUBP00010
added,k:4f967dee784c,title+office,,,"LIPTM00252 BASED LOGISTICS-ORGANIC (PBLO), PANASONIC RUGGED TOUGHBOOKS (SEWP)",,44,LSUBP00093
removed,k:4fa6a7033515,title+office,,"LIPTM00174, AIR & SPACE, Aircraft Procurement Navy 6, SEWP (C)",,502,,LSUBP00023
removed,k:4fb18265cd20,title+office,,SEAPORT TO (Tactical Systems Integration (TSI) Testbed Systems Engineering) (C),,770,,NP-53500
added,k:4fd3e846ebd5,title+office,,,"LIPTM00087, SCADA IPT, NAVCONBRIG ESCS Maintenance Technical Support",,711,LSUBP00010
added,k:500ad2b78f66,title+office,,,Hull Penetrator 18 units,,399,PMW-770
removed,k:505d85c1dc6a,title+office,,LIPTM00252/PBLO/SSEE INC F/SPARES/SEWP (C),,689,,LSUBP00093
removed,k:50f06b196622,title+office,,"LIPTM00074, DHA/HSI IPT, 24-021 BNOE for FORT MOORE FY23 LAN FORKLIFT-SEWP (C)",,614,,LSUBP00009
removed,k:512319888ba1,title+office,,0223 ADNS EPF-15,,782,,NP-41200
added,k:512972a45262,title+office,,,Quantum convergence lab,,627,LSUBP00049
added,k:513bfa638486,title+office,,,"Navy ERP, SLDCADA and ERP+ Support Services_Option Year 4",,336,Pf007NERP
added,k:5141c5779721,title+office,,,"LIPTM000328, C4I WEAPONS TEST TEAM IPT, RSA, ESI",,768,LSUBP00035
removed,k:51479fe3f96e,title+office,,EUHW OCONUS warranty support changes,,414,,PCE
removed,k:517c3a0118b5,title+office,,"LIPTM00214-C4I FMS, Saudi Arabia, FMS Case SR-L-DA, ESI Cisco, SEWP (C)",,383,,LSUBP00006
added,k:51ddecbb4812,title+office,,,FY25 NESD Follow-On IDIQ,,349,DCE
added,k:51e707a822ec,title+office,,,"Order to contract # N6600121D0153: NIEF RFP E2568 - GAT, PITCO, and Delivery of ENCLAVE, AN/USQ-144M(V)2, ADNS, SP5 for ",,317,NP-42100
added,k:52a1ead6e42e,title+office,,,LIPTM00241-USCG IPT - L3 Harris Radio Repairs (FY25-27),,686,LSUBP00006
added,k:52aaf5b606f1,title+office,,,"LIPTM00304-ENGINEERING, New Task Order Award under contract N6523621D8008 -Levi Williams-(Bowhead-New)",,642,LSUBP00016
added,k:52c4b31f9426,title+office,,,LIPTM00156 - DCGSN IPT - HORIZON SW-SEWP (C),,566,LSUBP00022
removed,k:52de4535572b,title+office,,RTAB/SHARC 27,,477,,PMS-485
removed,k:530b6bd2f641,title+office,,"LIPTM00455, TCIO, Forensics Equipment for USMC Program of Record (POR), LOGICUBE, GSA (C)",,586,,LSUBP00021
added,k:5327612adde4,title+office,,,"ERP, ERP+ and SLDCADA  Engineering & Logistics Services_Option Exercise (C)",,343,Pf007NERP
added,k:532dd163bae3,title+office,,,"LIPTM00415-Radio Comms IPT: OA-9277A COUPLER, PWR SUPPLY PROCUREMENT-NEW LC NICHE SAC (PPA LSUBP00016-0059)",,191,LSUBP00016
added,k:5388d6e4fe5f,title+office,,,RPA BOT Development Single Award IDIQ (C),,310,NP-53000
removed,k:53baaa66a242,title+office,,MPO Lot 13 HW Procurement (C),,200,,PMA/PMW-101
removed,k:53c226d501da,title+office,,TDL 0195 - TAN/UYQ-120(V) Command and Control Processor System (C2PS),,780,,NP-41100
removed,k:54168294eb8e,title+office,,"LIPTM00226, NAVAIR FMS, FOLLOW ON, SEAPORT (C)",,554,,LSUBP00006
added,k:544d84a27339,title+office,,,"LIPTM00460, RDT&E Network Services IPT, RDT&E Network Services, Operations, and Engineering Support for NIWC Atlantic, S",,777,LSUBP00087
removed,k:549263633f49,title+office,,"LIPTM00074, DHA/HSI IPT, 24-008 BNOE Fort Stewart FY23 LAN Forklift-SEWP (C)",,486,,LSUBP00009
added,k:54b1634526f4,title+office,,,"LSUBP00022 - BA Division -ISR/IO, Integrated Logistics Support (ILS) and Configuration Management (CM) - Seaport New TO ",,189,LSUBP00022
removed,k:54b6f51456a4,title+office,,Code 581 CSTA Follow On (C),,708,,NP-58100
removed,k:5519ce2ac305,title+office,,Decision Advantage Battle Management Aids (DABMA)_New CYBER TO (C),,758,,NP-53600
removed,k:5522c37aae59,title+office,,"LIPTM00119, IC IPT, DDG ANN DIAS PROCUREMENT, SEWP (C)",,224,,LSUBP00034
removed,k:553d4536c5c3,title+office,,LIPTM00119-INTERIOR COMMS (IC) IPT- New (internal) Large Service Contract (PAA XXX),,162,,LSUBP00034
added,k:553e76eae3e9,title+office,,,"LIPTM00455, SIO, TIC MATERIAL, SEWP (C)",,472,LSUBP00021
removed,k:5545d3eb0958,title+office,,"LIPTM00248 - AFLOAT SUB C4I IPT - FY24 CB 22 and CB 23 KITTING -I1V4, RFDACS OK-700, GBS OK-700 and DMR PROCUREMENT, INT",,150,,LSUBP00035
added,k:55653228403c,title+office,,,"LIPTM00119, IC IPT, LHD-8 ANN AMPLIFIER PROCUREMENT, SEWP (C)",,40,LSUBP00034
removed,k:5598bac92eb9,title+office,,5069 LIPTM00426 USS RICHARD M MCCOOL (LPD 29) INSTALLS (C),,495,,LSUBP00057
removed,k:56368ae0760b,title+office,,"LIPTM00415-RCIPT: OA-9277A COUPLER, PWR SUPPLY PROCUREMENT-NEW LC NICHE SAC (PPA LSUBP00016-0059)",,161,,LSUBP00016
removed,k:565591707a1c,title+office,,LIPTM00229 - IUSS IPT - 300-24-920- CISCO Servers (Outlaw)-ESI/SEWP (C),,399,,LSUBP00022
added,k:56628a259e80,title+office,,,NILE In-Service Support (ISS) 6 Contract (C),,139,PMW-150
removed,k:56701d2778bf,title+office,,ADNS Production MAC RFP #29 (C),,13,,PMW-160
removed,k:569038b5a2a2,title+office,,"LIPTM000245, LDNC IPT, MISC MATERIAL, SEWP (C)",,227,,LSUBP00034
removed,k:56a17c524bf2,title+office,,LIPTM00241 USCG IPT L-3 NEW TASK ORDER (ACQUISITION),,164,,LSUBP00006
added,k:56b1e40e3d5d,title+office,,,"LIPTM00250, Shore Sub C4I IPT, FSBS Auto Tuner Engineering and Design Procurement - Salient SAC - N6523623D8015",,772,LSUBP00035
added,k:56b3942aada7,title+office,,,Modification to Contract # N6523624F0392,,55,LSUBP00007
added,k:56b5d5dc62b3,title+office,,,Order to Contract # N6600123D0014 - Depot RFP 0029 - Calibration Lab-Direct/Fleet Support,,285,NP-43100
removed,k:56bd0cdedb75,title+office,,LIPTM00214-C4I FMS IPT_JAPAN JA-P-NDL _ TACTICAL DATA LINK _SEWP (C),,214,,LSUBP00006
removed,k:56be700a81bf,title+office,,"LIPTM00248 - Afloat SUB C4I IPT - COMMAND, CONTROL, COMMUNICATIONS, AND COMPUTERS (C4I) TRAINING, SYSTEMS ENGINEERING & ",,576,,LSUBP00035
removed,k:56d8bd9afe86,title+office,,"LIPTM00347, VEHICULAR TECHNOLOGY TRANSITION, ANSYS SW, SEWP, MAC (C)",,627,,LSUBP00007
removed,k:56dc68b1fb4e,title+office,,NSC2I.  T-AO 211-214. Phases 2-5 (C),,70,,PMW-760
added,k:56fc221e1941,title+office,,,LIPTM00129 - USMC Communications Systems - UCS Vehicle Antenna Requirement - NASA SEWP (C),,563,LSUBP00004
added,k:57500ed5e7ba,title+office,,,ADNS MAC RFP #2 (C),,365,PMW-160
removed,k:57761cfed97f,title+office,,"LIPTM00086, MYNAVY HUMAN RESOURCES SOLUTIONS, MRRS JasperReports Professional renewal (C)",,640,,LSUBP00011
removed,k:5786a67d8ef9,title+office,,MIDS WDL SF (C),,189,,C4IEXEC
removed,k:57aa69d57b1b,title+office,,LIPTM00119-INTERIOR COMMS: IC VIDEO EAST COAST PHASE 2-FY24 - SAC CHUGACH Order-N6523621D8009,,125,,LSUBP00034
added,k:57be1b83426d,title+office,,,"LIPTM00074, DHA/HSI IPT, 25-008 MIX OF BNOE & BNO FOR MULTIPLE SITES-SEWP (C)",,718,LSUBP00009
changed,k:57c80df5d105,title+office,procurement_instrument,Single-Award Indefinite-Delivery,Delivery Order/Task Order (not under Federal Supply Schedule Contract),197,154,4.0
changed,k:57c80df5d105,title+office,solicitation_fy,TBD,FY26,197,154,4.0
changed,k:57c80df5d105,title+office,solicitation_quarter,TBD,Q3,197,154,4.0
added,k:581281337d09,title+office,,,CABO VERDE_PFPS IDIQ 2N66001-1-D-0452_TO 24,,286,NP-56700
removed,k:582fc67622a9,title+office,,NMT FOFD - RIP BCCP Phase IV (RFP),,433,,PMW/A-170
removed,k:584a7904dade,title+office,,CDLS Refurbishment Follow-On,,478,,PMW/A-170
removed,k:58cc10702616,title+office,,18989 - FOE MOD LIPTM00256L INTRUSION DETECTION SYS & CCTV AT NNSY PORTSMOUTH VA,,130,,LSUBP00057
added,k:58ea749c1a7c,title+office,,,FY25 SB Forecast - LIPTM00478 Forcepoint Renewal (C),,712,LSUBP00009
removed,k:591df5a087ec,title+office,,Microsoft Services,,422,,C4IEXEC
removed,k:59354380c814,title+office,,LIPTM00107 - Naval Tactical Command Support System - NTCSS Development Atlassian Support Renewal- ATLASSIAN ESI BPA (C),,671,,LSUBP00056
added,k:59374be8188a,title+office,,,Amplifiers - 27,,386,PMS-485
removed,k:599a311a776d,title+office,,Relay Ground Station (RGS) (C),,704,,NP-55200
added,k:59f06382943a,title+office,,,0384 Capabilities-Based ISEA (CB-ISEA) Integrated Logistics Support (ILS) - FY25,,315,NP-41200
added,k:5ab48a670cba,title+office,,,LIPTM00248 - Afloat SUB IPT - FY25 CB23  - NEW SAC DO - CORPORATE PRODUCTION,,781,LSUBP00035
removed,k:5ac1d2eb37dd,title+office,,LIPTM00304-Guam Missile Defense System Engineering Support -Lambert0015-Multi year PoP with no options (WR Systems-NEW S,,278,,LSUBP00016
added,k:5ac294f1ad53,title+office,,,"LIPTM00460, Telephony,  AKKADIAN, SEWP (C)",,523,LSUBP00087
added,k:5adbe30e04af,title+office,,,"LIPTM000328, C4I WEAPONS TEST TEAM IPT, JUNIPER, SEWP (C)",,765,LSUBP00035
added,k:5b4e7a661299,title+office,,,GPNTS - Software Ceiling Increase,,363,PMW/A-170
removed,k:5b958348fd20,title+office,,03 MOS TC CPU Repair,,468,,PMW-150
added,k:5c1e3fcd8fd3,title+office,,,NSC2I. AS(X) Phase 1-3 AWARD (C),,153,PMW-760
added,k:5c430acd5f41,title+office,,,"LIPTM00468, NISE, WD-25-010, M&S OBJECTIVES, SEWP (C)",,79,LSUBP00049
added,k:5c4a1de3dc26,title+office,,,Order to Contract #N0003922D4001_Austria_Depot_Repair,,398,PMA/PMW-101
added,k:5c4f6580ad7c,title+office,,,LIPTM00149 - ASE - ASE-25-018 - SSEE MISSION MODULE SPARES - SEWP V (C),,804,LSUBP00022
added,k:5c6ab4db1f4e,title+office,,,"LIPTM00448-ISEA, New Construction Navigation SYS Support-New Task Order Award under contract N6523620D8024-KrisLambert00",,836,LSUBP00016
removed,k:5c6d6f2a7e1c,title+office,,DMR - HFDAG Prototype (OTA) (C),,71,,PMW/A-170
removed,k:5c8b58c6be6c,title+office,,Bahamas MSS Sustainment,,457,,PMW-740
removed,k:5cb2fb6be3e2,title+office,,Phase III SBIR - Nearly Human - P24-01b,,432,,LSUBP00064
removed,k:5cc5d31298b3,title+office,,FY25 OE-538 Production Re-compete (C),,37,,PMW-770
removed,k:5cfbdfcab239,title+office,,LIPTM00395 - MULTI MEDIA  IPT - TPL 24-052 CMDIO SEWP (C),,207,,LSUBP00002
added,k:5d15b69d96a3,title+office,,,"LIPTM00321, C4I, NS IPT SENSOR 2 GITLAB RENEWALS, ESI-SEWP (C)",,654,LSUBP00024
removed,k:5d2d35a7e332,title+office,,"LIPTM00336, DCGS-MC, OPEN AM SW, SEWP (C)",,612,,LSUBP00021
added,k:5d7e71ffe3ea,title+office,,,DIU/CNAFR Software Production OT,,89,LSUBP00049
added,k:5dcd4e40ee7f,title+office,,,NILE Link 22 Training Base Contract Ceiling Realignment MOD & Update FFP,,424,PMW-150
removed,k:5dd4d23905f3,title+office,,LSUBP00015 - Shore C4I Division - ShoreNet Capability-Based In-Service Engineering Activity (CB-ISEA) Support-SeaPort Nx,,578,,LSUBP00015
removed,k:5ddcbc77358c,title+office,,LIPTM00346 Fielded Ground Systems (FGS) Mobile Command Vehicle (MCV) Modification to N6523624F0232,,291,,LSUBP00007
removed,k:5ddf84420bd5,title+office,,"LIPTM00052 Counter Threat Platforms (CTP) Support, MADIS FRP Systems, Corporate Production",,303,,LSUBP00007
removed,k:5de42e982b72,title+office,,LIPTM00119-INTERIOR COMMS: USS Makin Island (LHD-8) Video Information Display System (VIDS) 3.0 Upgrade - New SAC TO - N,,119,,LSUBP00034
changed,k:5de9e61f8195,title+office,award_quarter,Q2,Q3,16,16,PMW-160
changed,k:5de9e61f8195,title+office,follow_on_or_new,,New,16,16,PMW-160
added,k:5dfee69bbb6f,title+office,,,Philippines Link-16 Phase 1 - CIIS Task Order (C),,385,PMW-740
removed,k:5e67b129c9dd,title+office,,Tradewinds,,128,,LSUBP00049
added,k:5e7978d11ee3,title+office,,,My Navy Assignment (MNA) Sustainment Tech Refresh,,164,Pf004MNHR
changed,k:5e867534d271,title+office,anticipated_total_value,$2M - $7.5M,$100M - $250M,172,143,C4IEXEC
changed,k:5e867534d271,title+office,solicitation_fy,FY25,FY26,172,143,C4IEXEC
changed,k:5e867534d271,title+office,award_fy,FY25,FY26,172,143,C4IEXEC
removed,k:5ed717fe88ce,title+office,,Visual strategy and collaboration tool for PMW 150 (C),,190,,PMW-150
added,k:5ee314b2758e,title+office,,,Bundle 29 Paint and Carpet,,592,LSUBP00083
