change,key,key_method,field,old_value,new_value,old_row,new_row,office
removed,N00039-22-RFPREQ-PMW/A-170-0004,pid,,CBSP AC2 Modem Follow On - Admin,,394,,PMW/A-170
removed,N00039-22-RFPREQ-PMW/A-170-0010,pid,,ATIP - Ceiling Increase (No cost action – Admin Only),,395,,PMW/A-170
changed,N00039-22-RFPREQ-PMW/A-170-0021,pid,procurement_method,,Sole Source,385,99,PMW/A-170
changed,N00039-22-RFPREQ-PMW/A-170-0021,pid,solicitation_fy,FY23,FY24,385,99,PMW/A-170
changed,N00039-22-RFPREQ-PMW/A-170-0021,pid,solicitation_quarter,Q2,Q1,385,99,PMW/A-170
changed,N00039-22-RFPREQ-PMW/A-170-0021,pid,award_fy,FY25,FY26,385,99,PMW/A-170
removed,N00039-23-RFPREQ-1.0-0001,pid,,NAVWAR 1.6  COST ESTIMATING AND ANALYSIS SUPPORT (C),,370,,1.0
removed,N00039-23-RFPREQ-4.0-0001,pid,,4.0 IT Tools – Follow-On (C),,226,,4.0
removed,N00039-23-RFPREQ-6.0-0001,pid,,NAVWAR 6.0/5.0/FRD Professional Support Services (PSS) (C),,369,,6.0
removed,N00039-23-RFPREQ-8.0-0018,pid,,FOE NAVWAR Mobility Contract (C),,397,,8.0
removed,N00039-23-RFPREQ-8.0-0023,pid,,Furniture BPA Follow-on (C),,399,,8.0
removed,N00039-23-RFPREQ-8.0-0027,pid,,Handyman Follow-On,,402,,8.0
removed,N00039-23-RFPREQ-8.0-0029,pid,,Kros-Wise Follow on (C),,372,,8.0
removed,N00039-23-RFPREQ-8.0-0030,pid,,INDUS Follow on (C),,373,,8.0
removed,N00039-23-RFPREQ-DRPM-NOA-0001,pid,,IDT ATRT SIBR,,185,,DRPM-NOA
removed,N00039-23-RFPREQ-DRPM-NOA-0002,pid,,NOA SIBR ESS (C),,170,,DRPM-NOA
removed,N00039-23-RFPREQ-DRPM-NOA-0003,pid,,Project Overmatch Services (C),,188,,DRPM-NOA
removed,N00039-23-RFPREQ-FRD-0007,pid,,FSET Follow on contract (C),,225,,FRD
removed,N00039-23-RFPREQ-PEO-C4I-0014,pid,,"Design Development Support for PEO C4I, NAVWAR, and Sub Organizations (C)",,419,,PEO-C4I
removed,N00039-23-RFPREQ-PEO-Digital-0004,pid,,PEO Digital Professional Support Services Recompete (C),,598,,PEO-Digital
removed,N00039-23-RFPREQ-PMA/PMW-101-0010,pid,,MIDS Engineering/Logistics Re-compete/21F3011 Follow-On (C),,189,,PMA/PMW-101
removed,N00039-23-RFPREQ-PMA/PMW-101-0014,pid,,Lot 12 Production Buy (C),,413,,PMA/PMW-101
changed,N00039-23-RFPREQ-PMA/PMW-101-0017,pid,procurement_method,,Full and Open Competition,29,111,PMA/PMW-101
changed,N00039-23-RFPREQ-PMA/PMW-101-0017,pid,contract_type,TBD,Fixed-Price,29,111,PMA/PMW-101
changed,N00039-23-RFPREQ-PMA/PMW-101-0017,pid,procurement_instrument,TBD,Single-Award Indefinite-Delivery,29,111,PMA/PMW-101
changed,N00039-23-RFPREQ-PMA/PMW-101-0017,pid,solicitation_fy,,FY25,29,111,PMA/PMW-101
changed,N00039-23-RFPREQ-PMA/PMW-101-0017,pid,solicitation_quarter,,Q3,29,111,PMA/PMW-101
changed,N00039-23-RFPREQ-PMA/PMW-101-0017,pid,follow_on_or_new,,Follow-on,29,111,PMA/PMW-101
changed,N00039-23-RFPREQ-PMA/PMW-101-0017,pid,existing_contract_number,,N0003915D0042 and N0003915D0043,29,111,PMA/PMW-101
removed,N00039-23-RFPREQ-PMA/PMW-101-0018,pid,,LCM,,30,,PMA/PMW-101
removed,N00039-23-RFPREQ-PMS-485-0003,pid,,Definitization of CLTS Array CLIN 0406,,167,,PMS-485
removed,N00039-23-RFPREQ-PMS-485-0004,pid,,Modeling and Simulation 23,,168,,PMS-485
removed,N00039-23-RFPREQ-PMS-485-0029,pid,,HFM3 Production Systems & Engineering Services,,463,,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0037,pid,procurement_method,Sole-Source,Sole Source,164,102,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0037,pid,solicitation_fy,,FY24,164,102,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0037,pid,solicitation_quarter,,Q4,164,102,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0037,pid,award_fy,FY25,FY26,164,102,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0037,pid,award_quarter,Q2,Q3,164,102,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0038,pid,procurement_method,Sole-Source,Sole Source,165,11,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0038,pid,contract_type,TBD,Fixed-Price,165,11,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0038,pid,procurement_instrument,"""C"" Type Contract",Single-Award Indefinite-Delivery,165,11,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0038,pid,solicitation_quarter,Q2,Q3,165,11,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0038,pid,award_fy,FY25,FY26,165,11,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0038,pid,incumbent_contractor,BAE Systems,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,165,11,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0048,pid,anticipated_total_value,$50M - $100M,< $2M,457,12,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0048,pid,procurement_method,,Full and Open Competition,457,12,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0048,pid,contract_type,TBD,Cost-Reimbursement,457,12,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0048,pid,procurement_instrument,TBD,"""C"" Type Contract",457,12,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0048,pid,solicitation_fy,,FY26,457,12,PMS-485
changed,N00039-23-RFPREQ-PMS-485-0048,pid,solicitation_quarter,,Q2,457,12,PMS-485
removed,N00039-23-RFPREQ-PMS-485-0050,pid,,Deep Water Active (C),,458,,PMS-485
removed,N00039-23-RFPREQ-PMS-485-0072,pid,,T-25 Class Active Array Amplifiers,,462,,PMS-485
removed,N00039-23-RFPREQ-PMW-120-0052,pid,,LBS-G PROD_TO 10_TBD,,404,,PMW-120
removed,N00039-23-RFPREQ-PMW-120-0056,pid,,"DATEM, TO 02",,403,,PMW-120
removed,N00039-23-RFPREQ-PMW-120-0063,pid,,LBS G Production TO XX New Order,,401,,PMW-120
removed,N00039-23-RFPREQ-PMW-120-0069,pid,,LBS G_Production_MOD TO 09,,400,,PMW-120
removed,N00039-23-RFPREQ-PMW-150-0007,pid,,NILE ISS 5 (N0003922D1004) Task Order 3,,408,,PMW-150
removed,N00039-23-RFPREQ-PMW-150-0011,pid,,MOS Mod Production Follow On (C),,157,,PMW-150
removed,N00039-23-RFPREQ-PMW-150-0014,pid,,NILE End to End Test Station (Market Research) (C),,396,,PMW-150
removed,N00039-23-RFPREQ-PMW-150-0016,pid,,C2P BPA Call 1 (C),,158,,PMW-150
removed,N00039-23-RFPREQ-PMW-150-0026,pid,,JPI A8 Card Follow-on,,159,,PMW-150
removed,N00039-23-RFPREQ-PMW-150-0029,pid,,LLC 7M DO 15: LLC 7M fixes,,407,,PMW-150
removed,N00039-23-RFPREQ-PMW-150-0033,pid,,SETA Recompete/21F3000 Follow-On (C),,187,,PMW-150
removed,N00039-23-RFPREQ-PMW-150-0035,pid,,"JPI Reflash, Repair, and Reconfiguration",,160,,PMW-150
removed,N00039-23-RFPREQ-PMW-150-0040,pid,,PMW 150 ILS and Training Support (C),,415,,PMW-150
removed,N00039-23-RFPREQ-PMW-150-0059,pid,,N00039-23-RFPREQ-PMW-150-LGRAID-0001,,184,,PMW-150
removed,N00039-23-RFPREQ-PMW-150-0062,pid,,ISS 5 Task Order 2 Descoping,,405,,PMW-150
removed,N00039-23-RFPREQ-PMW-150-0063,pid,,Link 22 Training Services Task Order 2,,406,,PMW-150
removed,N00039-23-RFPREQ-PMW-150-0069,pid,,SOLUTE SSCP PoP extension / ceiling increase,,183,,PMW-150
removed,N00039-23-RFPREQ-PMW-160-0001,pid,,ADNS Production MAC RFP #24 (C),,208,,PMW-160
removed,N00039-23-RFPREQ-PMW-160-0002,pid,,ADNS Production MAC RFP #25 (C),,209,,PMW-160
removed,N00039-23-RFPREQ-PMW-160-0086,pid,,PMW 160 CANES DIGITAL TWIN IDT SBIR OY2 Exercise and Technical Direction Letter 2 (TDL2),,653,,PMW-160
removed,N00039-23-RFPREQ-PMW-160-0087,pid,,CANES MAC- N0003923R9101 (C),,647,,PMW-160
removed,N00039-23-RFPREQ-PMW-160-0088,pid,,CANES MAC- N0003923R9103 Components (C),,648,,PMW-160
removed,N00039-23-RFPREQ-PMW-160-0097,pid,,CANES MAC- N0003923R9102 CTUs (C),,649,,PMW-160
removed,N00039-23-RFPREQ-PMW-160-0106,pid,,CANES MAC- N0003923R9104 (C),,650,,PMW-160
removed,N00039-23-RFPREQ-PMW-160-0107,pid,,CANES MAC- N0003923R9105 (C),,651,,PMW-160
added,N00039-23-RFPREQ-PMW-160-0108,pid,,,ADNS MAC N0003925R9510 (New Award FY25) (C),,127,PMW-160
removed,N00039-23-RFPREQ-PMW-740-0011,pid,,"Bahrain CENTCOM Partner Network Second FSR (FMS Case BA-P-GBM, A2))",,645,,PMW-740
removed,N00039-23-RFPREQ-PMW-740-0046,pid,,COMMUNICATIONS SECURITY (COMSEC) ACCOUNTING / SPECIAL INVENTORY MANAGER (SIM) SUPPORT SERVICES INDEFINITE DELIVERY INDEF,,639,,PMW-740
removed,N00039-23-RFPREQ-PMW-740-0049,pid,,Philippines Basa Wing Operations Center (WOC) Phase 2 & 3 (C),,635,,PMW-740
added,N00039-23-RFPREQ-PMW-740-0070,pid,,,"EGYPTIAN Navy AINTS (EG-P-LGQ, A2) (C)",,10,PMW-740
removed,N00039-23-RFPREQ-PMW-750-0014,pid,,CVN 68 Class Shock Testing for the RCS RCOH Design (C),,171,,PMW-750
removed,N00039-23-RFPREQ-PMW-750-0015,pid,,CVN 75 RCOH Removals and Shipboard Zone Integration (C),,175,,PMW-750
removed,N00039-23-RFPREQ-PMW-750-0016,pid,,CVN 74 RCOH Multifunction Copier Installation (C),,179,,PMW-750
removed,N00039-23-RFPREQ-PMW-760-0016,pid,,NSC2I EPF14-16.  EMS 1. (C),,180,,PMW-760
removed,N00039-23-RFPREQ-PMW-760-0020,pid,,NSC2I TATS 8-13. (C),,176,,PMW-760
removed,N00039-23-RFPREQ-PMW-760-0021,pid,,NSC2I LPD.  29.30.31. (C),,177,,PMW-760
removed,N00039-23-RFPREQ-PMW-760-0029,pid,,NSC2I FFG 62. (C),,178,,PMW-760
removed,N00039-23-RFPREQ-PMW-760-0031,pid,,NSC2I FFG 63. (C),,181,,PMW-760
removed,N00039-23-RFPREQ-PMW-760-0032,pid,,NSC2I TAO 207-210. (C),,182,,PMW-760
removed,N00039-23-RFPREQ-PMW-770-0004,pid,,"CSRR C&M Software  Maintenance, Sustainment and Development -  Follow-On contract (C)",,425,,PMW-770
removed,N00039-23-RFPREQ-PMW-770-0024,pid,,OE-315 AIS Amplifier Procurement (C),,426,,PMW-770
removed,N00039-23-RFPREQ-PMW-770-0034,pid,,FY25 OE-538 Production Re-compete (C),,428,,PMW-770
removed,N00039-23-RFPREQ-PMW-790-0011,pid,,VIASAT TRANSEC FMS ENGINEERING SERVICES (ENG VM300M CARD FOR RT-1829/1830) TASK ORDER,,429,,PMW-790
removed,N00039-23-RFPREQ-PMW-790-0021,pid,,Program Management Support Services (C),,416,,PMW-790
removed,N00039-23-RFPREQ-PMW/A-170-0012,pid,,WAMS DO#5 - Long Lead Buy,,388,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0013,pid,,WAMS - KLIF/Mission Planning,,390,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0014,pid,,DMR -MUOS WF 3.2 SW Development (Phase II) - 18D0002,,205,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0015,pid,,DMR - SATURN SW Development (Phase I) - 18D0002,,206,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0105,pid,,NMT FOFD - NGEN OIU Procurements,,386,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0106,pid,,NMT FOFD - Last Time Buys,,387,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0108,pid,,ATIP - TO#21 Server and TIF repairs,,221,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0113,pid,,ESRP TO38 '23OMN ISEA,,222,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0114,pid,,ESRP TO39 SMT FINAL PHASE,,223,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0115,pid,,ESRP TO40 '23RDT&E/OPN INITITIVE-01,,224,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0133,pid,,DMR - SMRC OTA (C),,192,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0148,pid,,NTCDL – 3-Yr Contract Extension,,412,,PMW/A-170
changed,N00039-23-RFPREQ-PMW/A-170-0155,pid,anticipated_total_value,$100M - $250M,$250M - $1B,383,100,PMW/A-170
changed,N00039-23-RFPREQ-PMW/A-170-0155,pid,procurement_method,,Sole Source,383,100,PMW/A-170
changed,N00039-23-RFPREQ-PMW/A-170-0155,pid,solicitation_fy,FY24,FY25,383,100,PMW/A-170
changed,N00039-23-RFPREQ-PMW/A-170-0155,pid,solicitation_quarter,Q2,Q3,383,100,PMW/A-170
changed,N00039-23-RFPREQ-PMW/A-170-0155,pid,award_fy,FY25,FY26,383,100,PMW/A-170
changed,N00039-23-RFPREQ-PMW/A-170-0155,pid,award_quarter,Q3,Q4,383,100,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0163,pid,,DMR - DDG 127 Repairs,,195,,PMW/A-170
changed,N00039-23-RFPREQ-PMW/A-170-0173,pid,procurement_method,,Full and Open Competition,374,101,PMW/A-170
changed,N00039-23-RFPREQ-PMW/A-170-0173,pid,solicitation_fy,,FY26,374,101,PMW/A-170
changed,N00039-23-RFPREQ-PMW/A-170-0173,pid,solicitation_quarter,,Q2,374,101,PMW/A-170
changed,N00039-23-RFPREQ-PMW/A-170-0173,pid,award_fy,FY24,FY27,374,101,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0174,pid,,NMT FOFD Extension (No cost action – Admin Only),,384,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0180,pid,,DMR - ATC Phase 3 - 22R2000,,196,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0181,pid,,DMR - AEGIS Grooms -22R2000,,197,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0182,pid,,DMR - DMR Parts Repair - 22R2000,,198,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0185,pid,,DMR - CVN 79 Upgrade - 18D0004,,194,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0191,pid,,NSLC-A Communications System - Admin (C),,375,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0194,pid,,PRC-167 J&A,,411,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0220,pid,,DMR - 500W Power Amplifier OTP,,207,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0223,pid,,STtNG SBIR Phase II.5 Environmental Testing - Admin,,382,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0229,pid,,Phase Sensitive Innovations SBIR Phase III,,381,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0230,pid,,DMR - Lab Repairs - 22R2000,,193,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0241,pid,,STtNG SBIR Phase II.5 PRAs - Admin,,380,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0255,pid,,STtNG Inc 3 Production Contract - Admin (C),,376,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0256,pid,,STtNG SBIR Phase II.5 PNT Study - Admin,,379,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0259,pid,,ATIP - TIF-TD Price Tables,,377,,PMW/A-170
removed,N00039-23-RFPREQ-PMW/A-170-0275,pid,,NMT FOFD FY23 Spares Buy,,378,,PMW/A-170
removed,N00039-23-RFPREQ-Pf004MNHR-0005,pid,,MyNavy HR ADE (C),,421,,Pf004MNHR
changed,N00039-23-RFPREQ-Pf004MNHR-0027,pid,anticipated_total_value,$100M - $250M,$250M - $1B,422,13,Pf004MNHR
changed,N00039-23-RFPREQ-Pf004MNHR-0027,pid,procurement_method,TBD,Full and Open Competition,422,13,Pf004MNHR
changed,N00039-23-RFPREQ-Pf004MNHR-0027,pid,contract_type,TBD,Cost-Reimbursement,422,13,Pf004MNHR
changed,N00039-23-RFPREQ-Pf004MNHR-0027,pid,procurement_instrument,TBD,Single-Award Indefinite-Delivery,422,13,Pf004MNHR
changed,N00039-23-RFPREQ-Pf004MNHR-0027,pid,solicitation_fy,,FY24,422,13,Pf004MNHR
changed,N00039-23-RFPREQ-Pf004MNHR-0027,pid,solicitation_quarter,,Q4,422,13,Pf004MNHR
changed,N00039-23-RFPREQ-Pf004MNHR-0027,pid,award_quarter,Q2,Q4,422,13,Pf004MNHR
removed,N00039-23-RFPREQ-Pf005NABS-0019,pid,,NABS Electronic Procurement Systems (ePS) (C),,120,,Pf005NABS
removed,N00039-23-RFPREQ-Pf007NERP-0038,pid,,Audit Liasion and Remediation Follow-On IT General Control (ITGC) (C),,228,,Pf007NERP
added,N00039-24-RFPREQ-1.0-0008,pid,,,1.2 BFM Support (C),,146,1.0
added,N00039-24-RFPREQ-4.0-0006,pid,,,NAVWAR 4.0 MPT Technical Authority (TA) and IWT Support (FY26) (C),,154,4.0
added,N00039-24-RFPREQ-8.0-0003,pid,,,NAVWAR CEBO Support 2026 (C),,158,8.0
added,N00039-24-RFPREQ-C4IEXEC-0002,pid,,,C-SEA (C),,143,C4IEXEC
added,N00039-24-RFPREQ-DRPM-NOA-0004,pid,,,Project Overmatch Professional Support Services (PSS) (C),,144,DRPM-NOA
changed,N00039-24-RFPREQ-PEO-C4I-0001,pid,office_code_string,PEO-C4I - PEO-C4I - NAVWAR,C4IEXEC - PEO C4I Front Office - NAVWAR,418,107,C4IEXEC
changed,N00039-24-RFPREQ-PEO-C4I-0001,pid,procurement_method,TBD,Small Business Set-Aside,418,107,C4IEXEC
changed,N00039-24-RFPREQ-PEO-C4I-0001,pid,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),418,107,C4IEXEC
changed,N00039-24-RFPREQ-PEO-C4I-0001,pid,solicitation_fy,,FY25,418,107,C4IEXEC
changed,N00039-24-RFPREQ-PEO-C4I-0001,pid,solicitation_quarter,,Q1,418,107,C4IEXEC
changed,N00039-24-RFPREQ-PEO-C4I-0001,pid,award_quarter,Q2,Q3,418,107,C4IEXEC
changed,N00039-24-RFPREQ-PEO-C4I-0001,pid,existing_contract_number,,N0003920F3502,418,107,C4IEXEC
added,N00039-24-RFPREQ-PEO-C4I-0012,pid,,,MIDS WDL SF2 Production (C),,145,C4IEXEC
added,N00039-24-RFPREQ-PMA/PMW-101-0115,pid,,,Order to Contract #N0003922D4001_EVTT Upgrade,,159,PMA/PMW-101
added,N00039-24-RFPREQ-PMA/PMW-101-0267,pid,,,N0003922D4001_GE_TATS,,162,PMA/PMW-101
added,N00039-24-RFPREQ-PMA/PMW-101-0276,pid,,,MIDS JTRS - Lot 4 - DLS - F-22 Spares,,350,PMA/PMW-101
added,N00039-24-RFPREQ-PMA/PMW-101-0278,pid,,,MIDS JTRS Lot 13C DO (C),,362,PMA/PMW-101
removed,N00039-24-RFPREQ-PMS-485-0001,pid,,TAIPT-24,,166,,PMS-485
added,N00039-24-RFPREQ-PMS-485-0103,pid,,,Surveillance Towed Array Sensor System (SURTASS) Operations and Maintenance Technician Crew and Field Support Team (C),,118,PMS-485
added,N00039-24-RFPREQ-PMS-485-0110,pid,,,Order for Production of two CLTS Array Shipsets and CLTS/LTS Engineering Services,,174,PMS-485
changed,N00039-24-RFPREQ-PMW-120-0001,pid,contract_type,TBD,Cost-Reimbursement,417,106,PMW-120
changed,N00039-24-RFPREQ-PMW-120-0001,pid,procurement_instrument,TBD,Delivery Order/Task Order (not under Federal Supply Schedule Contract),417,106,PMW-120
changed,N00039-24-RFPREQ-PMW-120-0001,pid,solicitation_fy,,FY25,417,106,PMW-120
changed,N00039-24-RFPREQ-PMW-120-0001,pid,solicitation_quarter,,Q4,417,106,PMW-120
changed,N00039-24-RFPREQ-PMW-120-0001,pid,award_quarter,Q3,Q2,417,106,PMW-120
changed,N00039-24-RFPREQ-PMW-120-0001,pid,follow_on_or_new,,Follow-on,417,106,PMW-120
changed,N00039-24-RFPREQ-PMW-120-0001,pid,existing_contract_number,,N0017819D7264N0003921F3003,417,106,PMW-120
changed,N00039-24-RFPREQ-PMW-120-0001,pid,incumbent_contractor,,BOOZ ALLEN HAMILTON INC.,417,106,PMW-120
added,N00039-24-RFPREQ-PMW-150-0157,pid,,,NILE LLC 7M Production Follow-on,,160,PMW-150
removed,N00039-24-RFPREQ-PMW-160-0001,pid,,CANES TVE Follow-On (FO) (C),,646,,PMW-160
added,N00039-24-RFPREQ-PMW-160-0002,pid,,,PMW 160 Engineering Support Services (ESS) Follow-on Contract Base Year (C),,128,PMW-160
removed,N00039-24-RFPREQ-PMW-160-0003,pid,,CANES MAC- N0003923R9106 (C),,652,,PMW-160
added,N00039-24-RFPREQ-PMW-160-0068,pid,,,PSS Recompete/20F3016 Follow-On (C),,142,PMW-160
removed,N00039-24-RFPREQ-PMW-740-0002,pid,,Morocco Microwave Transmission Network Phase 1A (C),,634,,PMW-740
added,N00039-24-RFPREQ-PMW-740-0005,pid,,,TECRO Integration and Installation Support (C),,114,PMW-740
changed,N00039-24-RFPREQ-PMW-740-0007,pid,anticipated_total_value,$250M - $1B,$50M - $100M,644,123,PMW-740
changed,N00039-24-RFPREQ-PMW-740-0007,pid,solicitation_fy,,FY25,644,123,PMW-740
changed,N00039-24-RFPREQ-PMW-740-0007,pid,solicitation_quarter,,Q2,644,123,PMW-740
changed,N00039-24-RFPREQ-PMW-740-0007,pid,award_quarter,Q3,Q4,644,123,PMW-740
changed,N00039-24-RFPREQ-PMW-740-0007,pid,existing_contract_number,"N0003920D0060
N0003920D0061
N0003920D0062
N0003920D0063
N0003920D0064",N0003920D0060,644,123,PMW-740
changed,N00039-24-RFPREQ-PMW-740-0007,pid,incumbent_contractor,"Advanced Technology Systems Company (ATSC) Inc.
Forward Slope Inc. (FSI)
Integrated Technology and Culture (ITC) Defense","ADVANCED TECHNOLOGY SYSTEMS COMPANY, INC. (OF VIRGINIA)",644,123,PMW-740
removed,N00039-24-RFPREQ-PMW-740-0008,pid,,Singapore COMSEC Task Order (2024) (C),,641,,PMW-740
added,N00039-24-RFPREQ-PMW-740-0052,pid,,,RSNF inKSA Support Services (C4ISR) Upgrade and Refurbishment (C),,14,PMW-740
added,N00039-24-RFPREQ-PMW-740-0053,pid,,,RSNF C4ISR Training Services III (C),,15,PMW-740
added,N00039-24-RFPREQ-PMW-740-0055,pid,,,COMSEC Custodian / IM Support Services (Seaport NxG TO) (C),,122,PMW-740
added,N00039-24-RFPREQ-PMW-740-0059,pid,,,Romania MDA SCOMAR Upgrade,,148,PMW-740
added,N00039-24-RFPREQ-PMW-740-0078,pid,,,Bahrain Coastal Surveillance System Upgrade and Expansion (FMS Case BA-P-LBG),,161,PMW-740
changed,N00039-24-RFPREQ-PMW-750-0001,pid,procurement_method,,Full and Open Competition,172,103,PMW-750
changed,N00039-24-RFPREQ-PMW-750-0001,pid,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),172,103,PMW-750
changed,N00039-24-RFPREQ-PMW-750-0001,pid,solicitation_fy,,FY25,172,103,PMW-750
changed,N00039-24-RFPREQ-PMW-750-0001,pid,solicitation_quarter,,Q2,172,103,PMW-750
changed,N00039-24-RFPREQ-PMW-750-0001,pid,award_quarter,Q1,Q3,172,103,PMW-750
changed,N00039-24-RFPREQ-PMW-750-0002,pid,procurement_method,,Full and Open Competition,173,104,PMW-750
changed,N00039-24-RFPREQ-PMW-750-0002,pid,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),173,104,PMW-750
changed,N00039-24-RFPREQ-PMW-750-0002,pid,solicitation_fy,,FY25,173,104,PMW-750
changed,N00039-24-RFPREQ-PMW-750-0002,pid,solicitation_quarter,,Q1,173,104,PMW-750
changed,N00039-24-RFPREQ-PMW-750-0002,pid,award_quarter,Q1,Q3,173,104,PMW-750
changed,N00039-24-RFPREQ-PMW-750-0003,pid,procurement_method,,Full and Open Competition,174,105,PMW-750
